Epoch,Total Loss,KL Loss,Reconstruction Loss
0,844.4579401607007,45.39017250764687,753.6775925897919
1,159.83932380338686,19.236150032651107,121.36702350177596
2,122.92672520190213,14.724819352141523,93.47708673392776
3,114.3321783690326,12.270679845219165,89.79081834101044
4,107.89210827582706,10.756338490849048,86.37943132788735
5,97.98717778973875,9.9222128116979,78.14275198067185
6,87.95443951767103,10.05885670248386,67.83672596079059
7,77.49560243049554,9.848332835509714,57.79893672571773
8,70.76297618224558,9.564095564648113,51.63478496855339
9,64.45239524503725,8.76016309620005,46.932069052637154
10,62.07294190668427,8.639185918115937,44.79457024768391
11,60.11084885723823,8.332375885111041,43.44609724736846
12,57.880442053870816,8.121062025559686,41.638317833959526
13,56.56893043180482,7.731755526719895,41.10541942900261
14,55.41932539813286,7.536276530375523,40.3467725736905
15,53.81080249347518,7.320556864274287,39.16968900967488
16,52.49941196272859,7.115894005361912,38.267623732575274
17,51.525114110085816,6.911916720128692,37.70128050947611
18,50.817717256799206,6.865704527998393,37.0863082345608
19,48.85451878910571,6.716678817715265,35.42116106083963
20,46.489150021983455,6.86260400620182,32.763942060217396
21,43.89682714074059,6.775192395775719,30.346442399826724
22,42.486147821477026,6.737331373501668,29.011485006956928
23,41.33750893584395,6.593597070305749,28.150314888068007
24,39.86623779229358,6.550255695275501,26.76572647769894
25,39.09518552459447,6.469867799134381,26.155449943204896
26,38.421345195939054,6.40837914964794,25.604586930401556
27,37.846953501743556,6.33407299919466,25.178807570870998
28,37.27331308347989,6.244870949635463,24.78357122640694
29,36.194075356542534,6.106155766850025,23.98176373844653
30,36.22135604588331,6.076754823195196,24.06784632353656
31,35.149995516886754,5.950825860015059,23.248343779977443
32,35.15210109474385,5.9005786718520445,23.350943835435714
33,34.60387557375748,5.792891211214319,23.018093261043582
34,34.254732334508304,5.771313371911513,22.712105624443662
35,33.42266108082459,5.6902269557514025,22.04220730435532
36,33.41823238609111,5.653020495862032,22.11219136904826
37,33.247700075132656,5.686338327627267,21.87502360554923
38,32.50332422172074,5.592583019121558,21.318158056883686
39,32.40274778720552,5.599456213216866,21.203835419848957
40,31.831804528700566,5.525307600477101,20.781189344625556
41,31.76727365814479,5.552942702200561,20.66138805963297
42,31.543896548515928,5.6091968654531295,20.325502800730476
43,31.169960832173846,5.627767364535711,19.91442601026687
44,30.598737598520465,5.581965868451954,19.434805878495748
45,30.454178666646502,5.62846054651041,19.19725765802164
46,30.440798734141662,5.735562771822499,18.969673165177877
47,30.049632874210324,5.788139516273431,18.47335384166346
48,29.379098098889916,5.989337760790259,17.400422585748995
49,29.618175709142093,6.066115218981177,17.485945347136102
50,28.79110371750013,6.198165623487625,16.39477258867922
51,28.34568160403091,6.202105885058378,15.941469707320222
52,27.847377945891523,6.186515592895778,15.474346785418755
53,28.11070967142561,6.2672427143670815,15.576224251131041
54,27.414920013562767,6.310371791366983,14.794176456147591
55,27.26503632131931,6.371242210928318,14.522551992298228
56,27.215484737294965,6.40756975865997,14.400345203095833
57,26.492365457315362,6.323714939893875,13.844935476252463
58,26.69400159447594,6.277091916683501,14.139817794867321
