,1,2,3,4,5,6
981,9,10,11,12,21,32
982,5,10,17,23,32,36
983,2,6,11,16,27,34
984,8,10,15,23,26,34
985,1,9,10,21,26,37
986,8,13,17,18,34,36
987,13,17,19,26,30,36
988,7,9,10,34,35,36
989,7,19,20,25,31,34
990,3,8,11,19,26,35
991,1,4,12,18,31,37
992,2,12,14,27,29,32
993,3,15,24,25,26,35
994,6,10,18,27,35,36
995,2,9,28,31,32,35
996,2,7,10,23,26,35
997,5,15,20,25,27,32
998,4,16,30,32,34,36
999,2,5,7,16,22,37
1000,3,15,21,28,30,32
1001,4,11,13,20,32,35
1002,5,9,21,23,28,33
1003,6,13,14,21,23,26
1004,3,5,8,16,17,20
1005,2,3,28,30,33,35
1006,2,10,12,23,30,33
1007,4,11,27,32,34,37
1008,7,14,20,27,29,31
1009,4,11,12,13,20,27
1010,2,5,18,19,20,31
1011,1,10,17,21,22,31
1012,5,13,17,26,29,33
1013,1,2,6,19,29,33
1014,7,8,15,30,33,34
1015,8,11,22,33,34,35
1016,7,8,15,18,29,34
1017,13,15,24,25,30,32
1018,6,8,9,25,29,37
1019,4,9,10,14,19,35
1020,11,17,19,31,36,37
1021,5,11,12,13,15,22
1022,3,4,6,18,26,29
1023,5,10,19,25,32,35
1024,2,6,12,26,30,35
1025,1,3,11,16,20,35
1026,3,11,17,20,31,32
1027,1,2,3,4,7,25
1028,6,8,9,17,29,30
1029,20,22,28,31,35,36
1030,3,5,9,14,22,23
1031,2,4,13,16,29,34
1032,1,3,5,16,26,30
1033,2,3,20,31,35,37
1034,4,9,23,28,34,36
1035,11,16,19,24,27,35
1036,10,21,28,30,31,35
1037,2,12,18,28,33,34
1038,15,17,23,25,30,35
1039,4,13,24,25,32,34
1040,3,6,16,28,32,33
1041,3,4,23,26,31,35
1042,4,9,12,14,17,29
1043,7,17,24,29,36,37
1044,1,3,6,9,34,37
1045,17,21,23,24,26,35
1046,3,6,17,23,27,32
1047,4,8,9,22,29,33
1048,5,6,11,21,22,28
1049,3,8,23,26,28,29
1050,3,7,14,21,27,37
1051,1,6,10,16,21,22
1052,2,5,18,20,23,29
1053,16,22,26,29,36,37
1054,1,2,4,28,29,31
1055,1,5,12,22,24,27
1056,20,24,26,28,32,33
1057,13,15,26,28,29,36
1058,18,22,30,34,35,37
1059,1,11,15,16,23,32
1060,2,8,10,13,35,37
1061,1,3,4,22,28,36
1062,12,13,18,31,32,36
1063,7,9,13,18,21,22
1064,7,9,10,22,24,33
1065,4,14,16,21,33,36
1066,9,18,25,30,33,37
1067,5,20,21,26,30,35
1068,13,15,17,24,26,27
1069,5,11,25,26,29,36
1070,1,8,12,19,26,27
1071,1,3,11,13,21,28
1072,2,10,16,26,27,30
1073,11,21,29,33,35,37
1074,11,14,19,21,26,33
1075,1,9,17,29,30,37
1076,4,6,10,17,28,32
1077,7,19,22,28,30,33
1078,14,22,24,33,35,36
1079,3,4,24,27,31,36
1080,1,10,12,19,35,36
1081,2,8,12,19,26,27
1082,1,7,10,21,28,30
1083,1,2,7,12,29,33
1084,11,17,21,23,26,27
1085,6,13,15,22,23,37
1086,5,8,10,20,34,37
1087,3,8,16,19,25,27
1088,3,7,13,17,18,28
1089,2,4,12,27,34,37
1090,10,11,19,21,23,29
1091,3,9,14,20,34,35
1092,11,21,22,23,28,37
1093,3,8,17,19,24,33
1094,17,20,26,28,30,33
1095,1,3,4,6,12,13
1096,3,13,24,27,33,35
1097,2,6,16,28,35,37
1098,8,14,27,29,33,37
1099,7,12,16,22,24,25
1100,4,16,17,19,30,34
1101,6,10,11,15,19,24
1102,8,13,16,17,29,37
1103,5,9,17,19,33,35
1104,1,5,14,19,26,28
1105,1,3,18,19,35,37
1106,2,3,4,27,30,32
1107,5,8,9,17,24,32
1108,13,14,26,29,31,35
1109,8,9,11,16,31,34
1110,8,13,23,26,27,29
1111,3,7,8,24,34,36
1112,4,11,12,15,30,33
1113,12,18,19,28,29,34
1114,7,16,19,21,31,36
1115,4,19,27,30,31,35
1116,4,10,15,24,28,29
1117,8,10,17,18,35,37
1118,4,21,22,23,27,35
1119,3,6,7,10,16,30
1120,3,9,10,22,28,33
1121,11,15,21,29,31,36
1122,3,21,25,26,36,37
1123,4,6,17,19,21,36
1124,13,17,21,27,29,31
1125,12,19,21,23,26,35
1126,2,11,16,18,26,36
1127,3,9,21,26,29,37
1128,8,10,14,17,20,34
1129,2,4,24,25,32,34
1130,3,7,15,19,24,33
1131,7,20,26,33,34,35
1132,10,19,20,24,28,33
1133,1,4,6,9,25,35
1134,1,2,3,10,16,29
1135,12,13,28,33,35,37
1136,2,7,12,19,27,37
1137,18,20,25,27,32,36
1138,1,26,28,32,33,35
1139,1,11,15,24,27,34
1140,11,20,21,22,25,36
1141,8,12,13,27,28,34
1142,1,8,12,19,30,35
1143,8,10,12,15,19,30
1144,3,4,7,21,33,37
1145,6,12,13,24,27,29
1146,1,8,9,18,19,20
1147,17,25,29,30,33,37
1148,2,14,27,28,32,34
1149,7,9,13,14,30,33
1150,5,13,19,22,28,33
1151,3,4,26,30,34,37
1152,3,9,13,17,25,37
1153,13,16,24,31,35,36
1154,4,23,25,30,32,35
1155,6,8,14,20,25,29
1156,1,15,17,21,34,37
1157,4,20,21,26,35,37
1158,3,5,10,17,30,32
1159,1,9,11,20,25,27
1160,9,16,18,30,32,33
1161,6,9,13,17,29,34
1162,1,6,14,20,29,36
1163,10,12,26,27,31,36
1164,5,13,14,16,18,21
1165,1,3,11,25,33,34
1166,9,16,17,20,32,33
1167,7,10,12,19,25,36
1168,5,11,12,13,15,20
1169,11,13,18,26,27,36
1170,1,4,5,7,18,23
1171,7,16,28,31,33,35
1172,6,9,24,25,33,34
1173,8,14,18,22,25,31
1174,7,10,17,23,24,31
1175,2,9,15,22,31,33
1176,3,10,11,13,26,37
1177,5,6,9,26,32,35
1178,2,3,6,19,25,27
1179,2,8,12,31,34,35
1180,12,14,19,20,23,25
1181,8,11,25,30,31,33
1182,4,5,21,30,36,37
1183,2,12,13,16,23,25
1184,6,8,14,25,26,31
1185,12,15,24,26,31,33
1186,11,19,21,22,26,30
1187,1,8,10,12,16,26
1188,2,7,10,11,29,32
1189,5,7,14,15,16,35
1190,3,9,15,24,30,35
1191,1,3,7,18,28,34
1192,6,17,22,24,26,31
1193,2,3,6,20,21,30
1194,7,10,11,19,23,25
1195,3,9,14,19,27,31
1196,2,4,7,24,32,36
1197,2,8,16,23,29,36
1198,1,8,20,21,33,37
1199,4,8,27,30,34,36
1200,2,12,20,22,24,32
1201,12,13,16,18,35,37
1202,11,19,22,23,25,36
1203,2,6,12,16,21,26
1204,3,5,10,11,12,21
1205,8,23,26,31,34,35
1206,9,13,21,22,24,31
1207,3,7,15,29,31,34
1208,2,3,18,20,26,35
1209,2,6,19,29,36,37
1210,7,11,26,27,28,34
1211,6,7,17,18,25,35
1212,4,12,16,21,26,30
1213,5,8,25,29,30,31
1214,9,16,21,24,26,33
1215,1,15,21,23,26,36
1216,4,12,19,23,27,31
1217,3,8,30,34,35,36
1218,1,5,11,18,26,30
1219,3,15,26,27,36,37
1220,1,11,21,25,26,31
1221,4,8,21,22,24,29
1222,9,15,25,26,28,32
1223,2,11,12,18,24,26
1224,7,20,23,24,25,36
1225,4,8,14,21,27,37
1226,5,8,11,21,35,37
1227,9,15,25,30,32,33
1228,3,8,9,10,16,36
1229,1,2,14,15,28,31
1230,10,12,18,21,25,35
1231,6,7,11,30,33,35
1232,2,5,14,21,36,37
1233,1,2,3,16,28,30
1234,5,7,11,24,26,30
1235,1,6,25,29,33,34
1236,5,10,12,20,22,31
1237,7,21,26,31,32,35
1238,2,8,12,17,21,24
1239,3,8,10,23,24,34
1240,14,19,30,34,35,36
1241,9,11,21,25,26,32
1242,5,6,7,16,23,36
1243,4,5,18,23,32,36
1244,1,2,3,14,23,29
1245,2,21,22,23,28,30
1246,18,22,25,26,27,33
1247,4,15,17,20,21,25
1248,8,9,19,27,28,33
1249,5,17,19,22,25,32
1250,1,2,9,12,26,29
1251,1,8,21,23,28,32
1252,3,5,7,27,35,36
1253,3,11,12,15,22,33
1254,1,8,14,21,23,31
1255,7,16,17,18,20,36
1256,8,13,15,21,23,26
1257,6,8,9,11,17,31
1258,8,12,13,16,30,37
1259,3,5,12,23,24,32
1260,1,3,5,11,19,24
1261,2,14,15,23,27,31
1262,1,4,14,23,29,30
1263,2,3,10,11,28,34
1264,12,19,23,30,35,37
1265,6,13,14,22,28,29
1266,2,7,8,14,31,34
1267,11,13,24,26,29,34
1268,2,10,14,32,34,36
1269,1,5,11,13,21,35
1270,18,21,22,23,25,36
1271,3,5,7,8,32,37
1272,7,10,22,23,27,36
1273,2,4,25,30,33,37
1274,1,2,17,19,29,32
1275,15,16,17,25,27,30
1276,14,17,29,31,32,35
1277,8,15,20,26,27,34
1278,8,12,18,20,29,32
1279,3,10,15,24,28,37
1280,14,16,27,28,32,36
1281,2,19,22,25,26,28
1282,5,10,14,25,27,33
1283,7,10,16,21,25,28
1284,1,2,20,21,25,28
1285,3,23,25,28,29,33
1286,7,25,27,31,32,34
1287,2,3,8,15,19,34
1288,5,6,7,12,33,36
1289,1,3,13,14,17,36
1290,4,16,21,26,28,30
1291,6,7,22,30,31,36
1292,2,4,5,11,15,24
1293,3,10,23,27,32,37
1294,6,13,15,17,19,35
1295,7,8,20,26,30,34
1296,12,21,25,27,29,31
1297,2,7,10,20,23,32
1298,15,16,20,24,28,35
1299,15,19,22,29,33,37
1300,2,4,5,7,24,33
1301,3,12,16,21,26,36
1302,1,2,14,15,18,32
1303,6,15,20,25,28,30
1304,2,15,17,18,20,34
1305,2,7,9,14,23,24
1306,10,13,20,35,36,37
1307,9,18,20,31,32,37
1308,2,4,17,20,26,34
1309,7,12,15,27,33,37
1310,1,3,4,7,20,34
1311,3,9,12,17,24,30
1312,5,8,10,16,19,31
1313,12,16,24,29,33,35
1314,3,5,10,11,34,36
1315,4,15,16,17,35,37
1316,9,13,16,17,34,35
1317,15,18,21,29,31,34
1318,15,19,29,31,34,35
1319,10,11,14,19,20,29
1320,6,7,12,18,25,26
1321,9,16,18,20,21,25
1322,1,2,3,5,22,28
1323,8,12,15,23,34,35
1324,16,17,21,28,33,37
1325,17,18,24,30,36,37
1326,4,6,8,32,35,37
1327,4,7,12,18,20,36
1328,9,15,17,18,25,26
1329,1,2,10,15,25,32
1330,7,10,14,18,20,36
1331,1,5,13,24,30,37
1332,1,4,11,26,28,34
1333,15,17,23,24,27,31
1334,1,16,20,24,29,36
1335,7,11,17,21,23,37
1336,1,2,9,21,22,36
1337,3,11,15,17,22,23
1338,1,6,19,23,33,37
1339,4,11,17,24,25,30
1340,21,24,30,32,36,37
1341,6,10,16,20,23,30
1342,5,16,19,25,28,34
1343,4,16,19,29,30,32
1344,1,3,4,18,24,26
1345,2,8,12,17,26,35
1346,8,11,13,16,32,37
1347,5,9,12,16,20,26
1348,2,9,20,22,23,33
1349,6,10,16,19,27,32
1350,7,12,18,23,34,36
1351,2,16,17,31,35,36
1352,3,12,15,16,27,34
1353,10,16,21,23,35,37
1354,4,8,12,14,22,24
1355,1,12,14,20,21,29
1356,5,11,13,14,34,36
1357,3,4,19,23,27,33
1358,3,14,17,24,30,35
1359,10,14,19,20,23,34
1360,12,13,15,26,28,36
1361,7,8,11,13,15,28
1362,5,12,17,19,24,34
1363,6,16,18,22,26,31
1364,5,6,8,12,29,35
1365,6,14,16,19,21,30
1366,6,13,21,23,24,29
1367,8,12,13,19,23,29
1368,4,5,7,8,15,33
1369,8,10,17,19,24,32
1370,4,11,18,19,22,28
1371,3,7,14,17,18,20
1372,2,7,8,9,13,28
1373,2,17,19,21,26,31
1374,13,20,25,28,33,35
1375,19,23,24,28,29,33
1376,1,9,10,11,15,21
1377,1,10,12,17,26,30
1378,10,16,19,24,27,32
1379,1,4,18,20,26,31
1380,3,7,9,18,30,35
1381,7,20,24,26,34,36
1382,8,12,21,31,33,34
1383,7,10,12,13,30,36
1384,5,7,21,25,36,37
1385,4,11,13,20,29,33
1386,6,7,12,22,26,37
1387,7,12,16,22,25,28
1388,5,21,25,26,29,37
1389,3,11,29,32,33,35
1390,4,13,21,24,26,31
1391,2,13,14,19,31,35
1392,2,9,10,22,31,37
1393,7,8,10,16,28,35
1394,6,8,10,20,22,36
1395,2,5,6,9,17,35
1396,3,8,11,19,21,32
1397,5,8,19,23,28,36
1398,3,7,11,16,17,36
1399,3,11,12,20,27,34
1400,12,19,23,25,28,32
1401,6,9,12,18,23,25
1402,4,9,12,16,21,31
1403,7,13,14,21,35,37
1404,11,12,14,15,32,34
1405,12,15,19,31,35,37
1406,21,22,26,29,33,36
1407,18,20,21,24,25,31
1408,2,11,24,31,35,36
1409,8,11,16,30,31,33
1410,1,11,15,17,29,32
1411,4,5,14,17,23,35
1412,8,9,21,28,32,33
1413,13,14,26,32,33,36
1414,10,17,29,32,34,35
1415,13,14,21,30,32,37
1416,3,14,24,29,30,33
1417,13,14,18,31,34,35
1418,2,14,15,16,25,35
1419,4,15,20,21,27,32
1420,13,14,26,32,33,36
1421,3,4,5,27,29,30
1422,14,16,21,22,24,35
1423,1,4,13,16,34,36
1424,4,5,16,17,30,35
1425,10,15,24,25,30,37
1426,12,13,16,18,22,36
1427,1,7,11,15,21,34
1428,3,8,11,12,25,27
1429,1,10,12,13,15,37
1430,1,7,12,14,25,30
1431,8,17,18,24,26,31
1432,12,17,18,19,21,37
1433,7,8,18,19,20,33
1434,15,19,27,28,30,31
1435,1,6,7,13,19,29
1436,1,6,9,24,35,36
1437,3,4,5,14,26,32
1438,2,9,13,20,21,24
1439,1,8,9,10,16,37
1440,6,9,20,22,27,36
1441,6,8,9,16,25,36
1442,7,9,21,23,24,27
1443,4,8,12,14,29,37
1444,3,4,6,8,15,20
1445,1,11,13,27,29,32
1446,6,10,14,16,28,31
1447,8,15,23,25,26,37
1448,2,11,16,18,22,29
1449,4,5,6,7,10,28
1450,2,6,17,20,21,30
1451,7,8,15,23,25,26
1452,11,12,23,25,28,31
1453,10,22,25,29,31,34
1454,2,10,15,26,28,34
1455,2,10,11,12,19,34
1456,1,4,17,19,27,36
1457,9,10,12,16,20,23
1458,18,19,23,24,28,31
1459,2,3,9,18,23,30
1460,4,8,14,19,35,36
1461,4,17,19,22,32,35
1462,1,10,12,19,30,32
1463,1,2,12,16,22,25
1464,9,18,31,33,34,35
1465,2,8,9,18,20,27
1466,2,3,5,8,10,14
1467,4,7,22,29,31,36
1468,6,10,23,24,28,36
1469,1,11,20,27,28,30
1470,5,11,14,15,21,32
1471,12,15,21,24,28,34
1472,2,11,18,22,31,36
1473,6,9,10,21,26,27
1474,1,5,10,22,28,30
1475,7,11,15,25,30,36
1476,8,12,21,25,27,31
1477,4,11,12,14,25,29
1478,14,15,21,27,30,32
1479,1,2,13,15,24,26
1480,7,8,9,13,20,33
1481,6,7,27,34,35,36
1482,6,11,18,25,29,33
1483,7,16,21,24,26,34
1484,13,23,25,29,31,35
1485,3,4,13,15,18,19
1486,1,2,13,24,30,32
1487,1,8,11,13,15,25
1488,11,18,24,26,31,34
1489,7,19,22,24,28,37
1490,5,13,14,15,18,30
1491,14,23,26,27,33,35
1492,2,11,14,24,28,30
1493,9,10,11,14,24,33
1494,6,9,19,25,32,33
1495,10,12,14,15,28,37
1496,2,7,9,10,12,20
1497,1,3,4,32,33,35
1498,3,6,22,32,33,36
1499,1,11,12,27,31,35
1500,7,8,12,13,29,31
1501,6,8,14,21,23,24
1502,16,19,22,24,26,28
1503,10,15,19,25,34,36
1504,9,21,22,23,25,35
1505,4,6,12,23,26,30
1506,1,6,15,20,22,24
1507,3,22,25,28,33,34
1508,1,11,13,24,29,31
1509,9,10,16,27,30,34
1510,5,6,7,24,29,33
1511,1,14,16,17,27,36
1512,2,12,13,18,28,30
1513,5,6,14,31,32,34
1514,4,17,18,22,31,32
1515,3,11,17,18,25,33
1516,3,6,9,11,25,32
1517,6,8,17,20,22,25
1518,3,10,11,23,24,25
1519,5,7,19,23,30,33
1520,8,14,25,27,31,37
1521,1,3,10,14,23,37
1522,2,11,15,19,28,36
1523,2,6,12,17,32,37
1524,3,12,20,22,25,28
1525,1,14,16,17,26,34
1526,4,8,14,21,22,34
1527,2,4,8,11,16,34
1528,2,6,8,18,21,29
1529,5,6,10,23,25,34
1530,21,23,25,30,31,33
1531,14,17,24,30,32,35
1532,8,14,20,21,28,35
1533,3,10,14,17,22,37
1534,4,8,11,16,27,31
1535,7,8,11,12,20,35
1536,6,7,14,16,17,28
1537,1,10,21,22,31,34
1538,12,17,20,22,25,30
1539,8,11,17,21,25,31
1540,7,16,20,22,32,34
1541,4,13,16,23,33,37
1542,4,5,11,28,29,34
1543,1,3,16,23,33,37
1544,3,5,20,27,33,37
1545,1,2,4,22,29,36
1546,2,3,4,17,20,26
1547,3,7,17,19,21,33
1548,6,20,30,32,34,35
1549,6,7,10,15,16,20
1550,4,17,18,24,26,37
1551,2,3,13,14,20,26
1552,8,9,14,18,22,37
1553,6,11,21,24,25,26
1554,2,11,12,21,35,36
1555,2,12,24,25,27,28
1556,6,11,13,17,26,31
1557,8,9,11,28,30,35
1558,20,27,30,32,34,37
1559,6,18,19,23,27,31
1560,2,8,10,18,21,28
1561,9,12,14,15,23,34
1562,13,23,29,31,32,34
1563,5,6,8,16,18,30
1564,6,9,12,19,27,32
1565,2,22,24,32,36,37
1566,2,5,9,17,23,33
1567,21,23,29,30,31,35
1568,4,5,10,11,30,37
1569,4,15,20,30,31,35
1570,3,6,18,26,27,34
1571,13,16,17,19,21,28
1572,7,9,28,29,36,37
1573,16,24,29,32,36,37
1574,5,11,15,20,21,26
1575,2,6,13,21,27,31
1576,1,5,6,16,27,33
1577,10,17,19,32,35,37
1578,13,16,18,25,32,33
1579,9,12,17,18,33,34
1580,4,5,10,11,20,25
1581,3,18,21,24,27,29
1582,15,17,21,35,36,37
1583,1,9,17,25,28,33
1584,2,8,21,22,33,35
1585,12,13,20,24,28,31
1586,2,8,12,21,26,28
1587,3,4,12,14,20,31
1588,7,9,10,11,20,33
1589,3,8,10,11,19,31
1590,5,11,15,28,30,34
1591,1,2,10,14,17,21
1592,1,7,10,24,28,35
1593,14,15,16,23,25,35
1594,8,14,24,28,34,35
1595,3,4,6,25,27,32
1596,12,13,17,22,30,33
1597,9,11,15,22,24,27
1598,1,8,10,16,26,30
1599,6,9,12,19,25,29
1600,1,4,5,6,19,30
1601,4,5,6,8,25,29
1602,9,13,15,17,19,32
1603,6,10,11,21,23,31
1604,3,6,7,10,23,25
1605,1,9,10,12,19,34
1606,1,5,16,19,26,33
1607,7,9,24,25,30,34
1608,2,3,11,12,20,30
1609,3,4,6,17,27,31
1610,5,24,26,27,29,30
1611,11,15,17,18,29,30
1612,2,4,13,19,29,31
1613,10,15,24,29,32,33
1614,6,8,10,18,31,32
1615,12,20,24,26,30,33
1616,1,2,15,17,19,25
1617,9,11,12,17,19,23
1618,4,11,20,22,30,32
1619,4,5,10,19,28,30
1620,5,11,12,18,26,34
1621,3,17,24,27,30,31
1622,4,7,18,21,28,30
1623,5,14,15,23,25,34
1624,3,8,13,17,22,29
1625,2,7,12,16,29,34
1626,9,15,18,22,23,24
1627,4,8,15,22,28,31
1628,4,8,25,26,29,31
1629,7,10,13,19,29,33
1630,5,19,22,27,29,34
1631,5,10,14,15,24,31
1632,2,5,11,21,24,31
1633,3,9,10,15,17,26
1634,2,6,14,26,27,30
1635,6,10,23,28,29,30
1636,1,7,8,19,24,26
1637,7,10,11,13,23,33
1638,4,8,17,18,22,32
1639,4,7,13,14,15,20
1640,9,10,20,24,26,27
1641,4,5,14,18,24,31
1642,2,9,13,16,20,23
1643,3,4,5,7,10,16
1644,3,5,9,16,18,26
1645,3,12,14,22,27,33
1646,10,14,17,26,30,33
1647,4,19,24,25,30,34
1648,2,3,5,11,13,24
1649,13,15,18,22,23,31
1650,4,9,12,24,29,33
1651,1,5,9,23,24,30
1652,13,18,25,26,31,32
1653,4,6,15,23,27,33
1654,1,2,8,10,19,22
1655,10,14,18,19,21,23
1656,12,18,19,23,28,29
1657,2,9,18,26,28,33
1658,3,8,13,20,31,33
1659,1,12,17,21,28,32
1660,1,19,20,22,28,34
1661,2,11,13,17,32,34
1662,5,15,21,22,27,29
1663,3,10,13,18,21,31
1664,12,15,17,18,26,31
1665,11,12,13,21,23,24
1666,5,8,12,16,21,25
1667,3,16,20,23,27,28
1668,3,19,25,26,32,34
1669,4,11,13,17,24,28
1670,4,7,11,14,22,25
1671,1,9,15,16,19,34
1672,2,9,13,19,23,32
1673,3,7,8,22,24,30
1674,2,4,19,27,33,34
1675,4,12,14,21,24,30
1676,1,2,17,18,32,34
1677,3,4,6,13,21,30
1678,2,8,20,25,31,32
1679,2,3,4,12,18,28
1680,1,2,16,17,20,31
1681,1,12,16,20,22,23
1682,5,9,13,24,27,31
1683,6,12,13,16,28,32
1684,6,11,18,25,29,30
1685,3,10,18,27,28,30
1686,11,18,22,24,26,29
1687,4,13,19,23,27,28
1688,1,2,3,6,7,17
1689,5,7,9,17,25,30
1690,1,5,8,14,21,23
1691,6,11,23,25,28,29
1692,3,12,19,26,29,33
1693,2,10,11,13,14,17
1694,6,9,12,18,19,31
1695,5,7,12,16,18,34
1696,5,7,9,20,26,31
1697,13,28,29,31,32,34
1698,2,4,21,26,27,33
1699,8,11,14,26,28,29
1700,5,13,17,22,25,34
1701,1,7,8,16,17,24
1702,6,19,20,21,25,32
1703,9,11,12,20,30,33
1704,5,7,15,23,27,32
1705,7,14,15,24,27,34
1706,3,4,22,23,24,26
1707,3,7,13,15,21,26
1708,3,8,14,16,17,21
1709,9,17,18,20,33,34
1710,2,12,20,24,29,31
1711,6,10,16,17,20,32
1712,2,7,8,14,21,33
1713,2,3,23,25,31,32
1714,6,14,17,26,30,32
1715,2,3,7,15,17,28
1716,7,12,17,21,25,29
1717,2,3,7,11,20,28
1718,10,12,16,28,29,31
1719,8,10,17,22,26,31
1720,4,7,11,15,18,31
1721,1,3,6,18,22,28
1722,5,15,17,23,27,30
1723,2,3,9,10,14,18
1724,2,5,14,20,22,30
1725,3,11,13,16,17,33
1726,3,4,15,17,18,33
1727,14,17,18,22,25,34
1728,5,13,25,28,32,34
1729,10,14,17,23,24,34
1730,3,14,16,23,24,31
1731,3,4,8,11,17,19
1732,1,2,7,27,29,31
1733,7,11,15,19,22,27
1734,7,11,15,20,31,33
1735,3,4,9,14,15,30
1736,3,7,11,14,23,28
1737,5,8,10,15,26,30
1738,1,19,22,25,27,32
1739,10,12,13,19,21,28
1740,3,5,15,23,28,32
1741,10,14,23,27,30,31
1742,2,5,10,11,17,22
1743,11,12,15,17,19,31
1744,4,7,9,10,24,33
1745,6,8,14,18,19,29
1746,10,14,17,21,29,30
1747,2,7,8,12,26,29
1748,5,10,12,22,32,33
1749,4,10,12,15,21,29
1750,1,2,3,5,33,34
1751,1,2,11,18,28,34
1752,1,6,7,10,26,29
1753,8,16,17,22,23,24
1754,4,16,19,28,30,32
1755,3,4,9,16,23,27
1756,3,12,15,26,33,34
1757,3,10,18,21,25,27
1758,2,6,22,31,32,33
1759,3,14,20,31,33,34
1760,1,3,8,11,20,31
1761,20,28,29,30,32,34
1762,7,13,15,22,30,32
1763,5,13,21,25,31,33
1764,6,7,12,21,28,30
1765,3,9,10,16,30,32
1766,3,7,9,15,18,29
1767,4,6,8,10,17,34
1768,5,6,9,16,19,22
1769,5,9,10,11,29,31
1770,1,3,7,20,21,22
1771,9,12,23,24,28,33
1772,7,13,22,24,27,28
1773,6,7,10,12,22,30
1774,5,7,12,15,20,25
1775,2,7,10,21,25,33
1776,6,7,9,15,28,33
1777,7,9,14,15,24,34
1778,2,4,16,18,26,34
1779,2,12,21,24,25,27
1780,5,6,7,24,26,29
1781,8,14,22,28,31,33
1782,3,7,19,21,27,31
1783,5,6,9,17,27,32
1784,9,12,18,21,23,28
1785,5,6,9,21,24,28
1786,13,17,20,21,25,34
1787,3,4,11,23,24,34
1788,6,9,13,16,24,32
1789,1,7,9,16,17,29
1790,1,3,21,23,27,32
1791,5,8,13,14,16,29
1792,2,3,8,22,24,34
1793,3,8,9,24,26,27
1794,3,6,7,15,18,20
1795,2,4,9,24,33,34
1796,6,10,11,25,31,32
1797,4,15,21,26,27,28
1798,10,11,19,25,26,27
1799,1,3,5,14,19,22
1800,3,14,16,22,28,29
1801,8,9,21,28,30,32
1802,1,3,14,19,26,31
1803,5,6,17,20,24,28
1804,1,9,10,17,26,34
1805,5,18,20,24,26,29
1806,2,3,5,6,12,32
1807,14,17,20,24,25,31
1808,6,8,12,24,25,31
1809,1,7,22,26,31,32
1810,7,12,22,24,26,30
1811,4,9,10,12,21,32
1812,2,18,19,20,26,31
1813,1,12,20,31,33,34
1814,2,4,10,15,21,30
1815,3,12,20,25,28,32
1816,6,10,16,24,27,30
1817,7,8,21,28,29,31
1818,3,4,12,14,33,34
1819,2,5,6,20,28,30
1820,1,8,11,12,25,30
1821,17,24,27,30,31,34
1822,9,15,19,27,28,32
1823,10,11,16,20,23,33
1824,15,26,29,30,33,34
1825,9,11,19,20,27,28
1826,8,16,21,23,26,28
1827,3,4,12,21,30,34
1828,6,14,18,24,25,27
1829,6,10,15,20,27,33
1830,10,17,21,26,28,29
1831,1,20,21,27,29,32
1832,3,23,27,32,33,34
1833,3,4,8,15,22,32
1834,3,14,22,24,32,33
1835,4,6,10,18,24,34
1836,1,4,8,14,27,33
1837,3,20,21,22,26,31
1838,7,17,18,20,21,26
1839,1,17,21,25,26,34
1840,15,17,19,26,28,32
1841,7,9,14,18,22,23
1842,2,6,13,22,29,34
1843,7,11,13,16,22,28
1844,11,13,15,19,31,33
1845,4,5,8,13,20,26
1846,2,5,21,27,29,33
1847,3,8,10,16,19,33
1848,1,2,13,22,25,33
1849,9,12,24,28,30,32
1850,1,3,19,27,30,32
1851,8,14,22,25,27,30
1852,2,9,11,15,19,30
1853,5,8,10,24,33,34
1854,3,10,18,25,26,34
1855,1,8,17,19,21,31
1856,4,11,13,20,21,27
1857,1,3,6,26,30,31
1858,3,4,13,26,27,33
1859,3,15,18,23,26,31
1860,1,11,12,21,23,31
1861,1,7,16,21,26,33
1862,2,6,7,11,12,22
1863,7,8,12,17,23,33
1864,1,10,14,17,27,32
1865,5,7,8,14,30,34
1866,4,10,18,28,31,32
1867,2,6,9,16,27,31
1868,1,14,15,26,29,32
1869,2,7,28,29,31,32
1870,5,18,20,26,28,34
1871,3,17,20,21,22,28
1872,10,15,22,26,29,34
1873,14,16,19,22,25,32
1874,1,2,4,12,14,23
1875,2,4,16,23,24,29
1876,3,5,9,13,14,21
1877,1,7,21,23,29,31
1878,3,18,23,28,29,31
1879,6,10,20,22,29,34
1880,1,2,17,22,27,28
1881,8,9,18,24,31,33
1882,11,19,21,24,25,30
1883,2,5,11,15,22,26
1884,1,6,9,17,27,31
1885,6,8,15,28,29,34
1886,1,2,7,13,14,32
1887,4,7,9,13,16,18
1888,13,15,19,22,28,32
1889,3,5,16,17,24,31
1890,4,12,14,17,19,20
1891,5,11,12,16,30,33
1892,6,11,13,21,26,27
1893,3,10,11,22,23,24
1894,3,8,9,14,17,22
1895,4,10,11,21,23,34
1896,6,9,14,21,23,27
1897,2,8,11,21,32,33
1898,1,7,14,15,17,24
1899,3,10,16,20,24,29
1900,2,8,10,11,17,31
1901,2,3,5,11,19,26
1902,2,9,13,21,23,29
1903,1,12,23,25,31,33
1904,4,8,13,17,22,30
1905,7,24,25,28,29,30
1906,5,6,8,19,21,30
1907,11,15,16,18,21,23
1908,1,12,15,20,26,27
1909,8,15,25,26,28,34
1910,4,6,21,27,29,30
1911,1,8,14,17,18,26
1912,3,22,23,25,27,32
1913,17,21,24,26,29,30
