0,6
1,7
2,2
3,3
4,1
5,7
6,4
7,5
8,2
9,1
10,4
11,1
12,3
13,4
14,6
15,2
16,4
17,3
18,4
19,2
20,5
21,1
22,2
23,2
24,6
25,3
26,4
27,5
28,6
29,2
30,7
31,2
32,4
33,7
34,3
35,5
36,4
37,5
38,5
39,1
40,6
41,5
42,5
43,1
44,5
45,7
46,6
47,5
48,6
49,7
50,2
51,6
52,5
53,4
54,2
55,7
56,1
57,1
58,3
59,7
60,6
61,2
62,3
63,5
64,2
65,3
66,6
67,7
68,6
69,7
70,7
71,6
72,3
73,3
74,6
75,2
76,7
77,4
78,4
79,4
80,1
81,2
82,6
83,7
84,4
85,3
86,3
87,2
88,4
89,5
90,4
91,6
92,4
93,3
94,2
95,7
96,6
97,1
98,2
99,1
100,7
101,6
102,4
103,5
104,5
105,7
106,6
107,3
108,1
109,2
110,3
111,7
112,2
113,7
114,7
115,1
116,6
117,6
118,7
119,2
120,4
121,2
122,4
123,2
124,4
125,6
126,1
127,7
128,3
129,2
130,3
131,4
132,5
133,3
134,1
135,7
136,7
137,6
138,1
139,6
140,6
141,7
142,2
143,1
144,2
145,6
146,3
147,7
148,6
149,3
150,1
151,7
152,5
153,1
154,1
155,2
156,7
157,7
158,1
159,7
160,7
161,5
162,3
163,5
164,3
165,6
166,5
167,2
168,4
169,5
170,1
171,3
172,1
173,1
174,5
175,6
176,3
177,3
178,5
179,4
180,3
181,7
182,2
183,1
184,7
185,1
186,1
187,5
188,4
189,1
190,1
191,3
192,6
193,5
194,1
195,2
196,1
197,2
198,4
199,2
200,7
201,5
202,5
203,1
204,4
205,3
206,5
207,5
208,4
209,5
210,3
211,4
212,3
213,7
214,2
215,2
216,6
217,6
218,7
219,5
220,1
221,3
222,4
223,4
224,7
225,2
226,5
227,7
228,7
229,3
230,3
231,6
232,1
233,1
234,3
235,6
236,7
237,1
238,1
239,3
240,4
241,5
242,6
243,6
244,6
245,1
246,5
247,6
248,4
249,5
250,6
251,4
252,2
253,6
254,5
255,2
256,4
257,7
258,4
259,1
260,6
261,3
262,4
263,6
264,5
265,7
266,7
267,1
268,5
269,6
270,7
271,1
272,7
273,5
274,5
275,4
276,7
277,5
278,5
279,3
280,3
281,1
282,4
283,7
284,6
285,2
286,7
287,7
288,5
289,7
290,3
291,1
292,3
293,3
294,6
295,1
296,1
297,2
298,3
299,2
300,3
301,3
302,7
303,1
304,5
305,5
306,7
307,7
308,3
309,7
310,3
311,1
312,5
313,1
314,3
315,3
316,7
317,2
318,2
319,1
320,7
321,3
322,3
323,3
324,5
325,6
326,4
327,3
328,3
329,1
330,5
331,1
332,5
333,7
334,1
335,3
336,1
337,2
338,2
339,6
340,6
341,6
342,3
343,6
344,5
345,5
346,5
347,4
348,4
349,7
350,7
351,2
352,1
353,1
354,2
355,5
356,3
357,5
358,3
359,6
360,3
361,6
362,5
363,6
364,4
365,5
366,6
367,3
368,1
369,3
370,1
371,2
372,4
373,5
374,7
375,1
376,5
377,6
378,5
379,6
380,2
381,3
382,4
383,2
384,1
385,4
386,2
387,4
388,3
389,5
390,7
391,4
392,1
393,2
394,6
395,3
396,7
397,3
398,2
399,2
400,7
401,1
402,2
403,3
404,6
405,2
406,7
407,4
408,3
409,3
410,5
411,1
412,4
413,1
414,5
415,3
416,4
417,3
418,2
419,6
420,1
421,3
422,3
423,3
424,1
425,6
426,2
427,4
428,4
429,6
430,4
431,3
432,7
433,6
434,5
435,3
436,7
437,1
438,3
439,2
440,6
441,5
442,1
443,4
444,3
445,1
446,3
447,5
448,4
449,3
450,6
451,7
452,2
453,6
454,2
455,5
456,4
457,5
458,3
459,5
460,7
461,6
462,5
463,1
464,1
465,3
466,3
467,5
468,6
469,2
470,1
471,7
472,3
473,5
474,6
475,4
476,5
477,3
478,2
479,2
480,4
481,4
482,2
483,6
484,1
485,4
486,3
487,1
488,6
489,4
490,7
491,6
492,6
493,1
494,5
495,2
496,6
497,6
498,5
499,7
500,2
501,7
502,7
503,7
504,3
505,6
506,5
507,2
508,2
509,2
510,2
511,7
512,4
513,3
514,7
515,4
516,7
517,6
518,6
519,5
520,4
521,2
522,5
523,6
524,3
525,6
526,2
527,7
528,2
529,7
530,2
531,1
532,2
533,4
534,5
535,7
536,6
537,6
538,2
539,4
540,3
541,6
542,5
543,1
544,1
545,7
546,7
547,6
548,5
549,1
550,4
551,7
552,7
553,2
554,1
555,4
556,7
557,7
558,4
559,2
560,4
561,5
562,7
563,5
564,3
565,1
566,4
567,1
568,5
569,1
570,3
571,3
572,2
573,1
574,6
575,5
576,3
577,3
578,6
579,3
580,2
581,7
582,1
583,5
584,7
585,6
586,7
587,2
588,7
589,4
590,5
591,6
592,6
593,7
594,4
595,5
596,1
597,2
598,1
599,7
600,6
601,6
602,3
603,2
604,5
605,2
606,7
607,1
608,3
609,5
610,6
611,4
612,3
613,2
614,5
615,5
616,4
617,3
618,2
619,5
620,6
621,6
622,1
623,2
624,3
625,6
626,1
627,1
628,6
629,4
630,1
631,2
632,1
633,4
634,1
635,2
636,1
637,6
638,1
639,4
640,6
641,6
642,1
643,3
644,3
645,6
646,6
647,7
648,3
649,7
650,3
651,1
652,6
653,5
654,7
655,6
656,3
657,7
658,5
659,2
660,1
661,5
662,1
663,7
664,6
665,2
666,4
667,1
668,5
669,7
670,2
671,1
672,1
673,1
674,1
675,5
676,1
677,3
678,6
679,6
680,4
681,3
682,4
683,4
684,4
685,5
686,4
687,4
688,3
689,4
690,3
691,5
692,6
693,3
694,5
695,5
696,7
697,6
698,2
699,7
700,4
701,7
702,4
703,1
704,5
705,6
706,7
707,7
708,3
709,2
710,2
711,6
712,5
713,4
714,4
715,5
716,6
717,1
718,5
719,7
720,6
721,7
722,5
723,2
724,4
725,6
726,1
727,2
728,6
729,7
730,2
731,7
732,5
733,3
734,2
735,2
736,7
737,5
738,3
739,1
740,4
741,6
742,4
743,6
744,7
745,5
746,3
747,7
748,3
749,7
750,7
751,6
752,3
753,2
754,1
755,6
756,5
757,3
758,2
759,6
760,7
761,1
762,4
763,2
764,6
765,3
766,6
767,6
768,4
769,3
770,6
771,3
772,3
773,6
774,3
775,1
776,1
777,3
778,5
779,3
780,2
781,7
782,5
783,7
784,6
785,5
786,6
787,1
788,1
789,3
790,6
791,7
792,4
793,2
794,1
795,5
796,2
797,4
798,3
799,4
800,7
801,7
802,3
803,2
804,4
805,6
806,4
807,5
808,4
809,7
810,6
811,7
812,1
813,4
814,5
815,1
816,1
817,2
818,3
819,4
820,1
821,3
822,6
823,3
824,2
825,6
826,5
827,4
828,3
829,4
830,7
831,3
832,6
833,6
834,5
835,7
836,3
837,2
838,4
839,7
840,4
841,3
842,1
843,1
844,2
845,4
846,6
847,4
848,5
849,6
850,7
851,2
852,1
853,6
854,1
855,2
856,6
857,5
858,5
859,7
860,5
861,4
862,6
863,2
864,5
865,7
866,6
867,5
868,3
869,1
870,5
871,1
872,2
873,5
874,1
875,6
876,3
877,6
878,6
879,7
880,4
881,7
882,6
883,7
884,1
885,6
886,7
887,4
888,5
889,7
890,1
891,3
892,6
893,3
894,4
895,2
896,3
897,3
898,3
899,3
900,5
901,3
902,7
903,5
904,2
905,6
906,2
907,5
908,7
909,3
910,4
911,4
912,3
913,2
914,5
915,4
916,2
917,4
918,4
919,4
920,6
921,1
922,7
923,1
924,1
925,1
926,2
927,2
928,6
929,6
930,4
931,3
932,7
933,2
934,1
935,1
936,2
937,5
938,4
939,1
940,3
941,6
942,4
943,1
944,2
945,4
946,2
947,5
948,3
949,1
950,1
951,5
952,6
953,4
954,7
955,2
956,1
957,4
958,5
959,2
960,4
961,4
962,5
963,5
964,5
965,1
966,5
967,5
968,2
969,2
970,1
971,7
972,2
973,4
974,7
975,6
976,6
977,4
978,3
979,5
980,1
981,5
982,6
983,3
984,1
985,3
986,1
987,5
988,7
989,3
990,2
991,3
992,5
993,2
994,6
995,6
996,6
997,4
998,4
999,4
1000,4
1001,2
1002,7
1003,6
1004,2
1005,5
1006,5
1007,4
1008,5
1009,2
1010,1
1011,4
1012,5
1013,7
1014,6
1015,6
1016,4
1017,5
1018,3
1019,2
1020,1
1021,7
1022,3
1023,7
1024,3
1025,2
1026,6
1027,2
1028,4
1029,3
1030,7
1031,1
1032,5
1033,7
1034,5
1035,3
1036,6
1037,1
1038,2
1039,2
1040,2
1041,3
1042,2
1043,7
1044,3
1045,2
1046,6
1047,6
1048,2
1049,6
1050,6
1051,4
1052,3
1053,3
1054,5
1055,6
1056,6
1057,2
1058,7
1059,5
1060,5
1061,2
1062,7
1063,4
1064,4
1065,3
1066,5
1067,1
1068,3
1069,3
1070,3
1071,7
1072,4
1073,4
1074,7
1075,5
1076,4
1077,4
1078,7
1079,2
1080,6
1081,6
1082,1
1083,3
1084,3
1085,6
1086,2
1087,1
1088,7
1089,2
1090,4
1091,2
1092,5
1093,6
1094,4
1095,4
1096,3
1097,7
1098,6
1099,3
1100,5
1101,5
1102,6
1103,7
1104,4
1105,6
1106,6
1107,5
1108,1
1109,4
1110,3
1111,2
1112,1
1113,7
1114,3
1115,5
1116,5
1117,1
1118,5
1119,4
1120,7
1121,3
1122,1
1123,3
1124,4
1125,5
1126,4
1127,1
1128,1
1129,1
1130,4
1131,3
1132,3
1133,1
1134,6
1135,5
1136,6
1137,1
1138,5
1139,5
1140,7
1141,7
1142,4
1143,5
1144,2
1145,4
1146,4
1147,2
1148,7
1149,1
1150,2
1151,4
1152,1
1153,5
1154,3
1155,6
1156,3
1157,1
1158,1
1159,3
1160,7
1161,6
1162,2
1163,3
1164,2
1165,3
1166,4
1167,7
1168,4
1169,2
1170,1
1171,4
1172,2
1173,1
1174,3
1175,6
1176,1
1177,4
1178,7
1179,5
1180,4
1181,7
1182,5
1183,1
1184,1
1185,1
1186,4
1187,6
1188,5
1189,7
1190,7
1191,7
1192,6
1193,2
1194,6
1195,6
1196,1
1197,3
1198,2
1199,6
1200,5
1201,5
1202,5
1203,5
1204,3
1205,5
1206,1
1207,7
1208,2
1209,7
1210,6
1211,4
1212,6
1213,4
1214,7
1215,3
1216,1
1217,7
1218,3
1219,5
1220,4
1221,1
1222,3
1223,5
1224,7
1225,3
1226,6
1227,7
1228,6
1229,2
1230,2
1231,3
1232,3
1233,3
1234,1
1235,2
1236,1
1237,6
1238,3
1239,3
1240,4
1241,6
1242,1
1243,4
1244,7
1245,4
1246,3
1247,4
1248,2
1249,1
1250,2
1251,5
1252,2
1253,7
1254,2
1255,1
1256,3
1257,1
1258,2
1259,7
1260,5
1261,3
1262,7
1263,6
1264,5
1265,6
1266,5
1267,6
1268,7
1269,2
1270,2
1271,5
1272,3
1273,6
1274,4
1275,4
1276,5
1277,6
1278,3
1279,4
1280,5
1281,3
1282,2
1283,5
1284,1
1285,4
1286,7
1287,6
1288,7
1289,5
1290,2
1291,6
1292,7
1293,6
1294,3
1295,2
1296,2
1297,7
1298,6
1299,7
1300,1
1301,1
1302,1
1303,5
1304,2
1305,6
1306,1
1307,3
1308,4
1309,3
1310,3
1311,2
1312,7
1313,2
1314,6
1315,3
1316,5
1317,6
1318,7
1319,2
1320,1
1321,6
1322,5
1323,3
1324,4
1325,2
1326,1
1327,1
1328,3
1329,6
1330,2
1331,6
1332,7
1333,2
1334,5
1335,2
1336,3
1337,1
1338,3
1339,3
1340,4
1341,1
1342,2
1343,6
1344,3
1345,7
1346,7
1347,1
1348,2
1349,5
1350,4
1351,5
1352,2
1353,7
1354,4
1355,2
1356,4
1357,6
1358,4
1359,5
1360,4
1361,1
1362,2
1363,7
1364,7
1365,2
1366,1
1367,3
1368,7
1369,3
1370,2
1371,1
1372,3
1373,6
